Engine rpm;Lub oil pressure;Fuel pressure;Coolant pressure;lub oil temp;Coolant temp;Engine Condition
984;2.492.219.616;7.562.085.591;2.026.100.067;7.595.299.784;7.448.222.711;1
613;3.811.736.716;6.710.982.406;2.868.609.258;7.729.168.809;7.904.743.045;1
872;3.296.687.404;5.515.286.265;0.941602145;7.800.428.921;7.436.331.114;1
769;3.054.068.395;863.934.862;2.817.137.226;7.763.762.564;8.227.587.721;1
757;4.524.117.616;1.133.598.846;1.808.346.767;7.496.174.775;8.943.613.042;1
723;414.980.797;1.969.498.206;157.285.376;761.250.504;8.670.079.825;0
433;2.617.300.565;5.229.060.651;2.046.665.292;7.506.548.332;6.926.521.644;1
862;2.234.792.644;6.665.822.936;1.713.717.978;7.609.806.758;8.461.613.063;1
775;3.289.105.982;6.413.546.567;2.581.589.292;8.281.306.233;670.999.432;1
897;2.354.013.923;5.882.261.207;233.259.506;7.674.395.891;8.706.153.386;0
666;3.361.504.307;8.263.276.331;2.865.876.834;7.827.112.427;8.412.142.322;1
610;2.405.558.971;1.637.338.045;2.586.309.324;7.639.108.991;7.479.251.506;1
526;2.506.502.273;1.148.207.922;6.431.217.539;751.175.032;750.407.076;1
902;42.009.472;1.452.838.261;2.169.703.537;7.616.990.242;7.811.653.602;0
467;2.891.054.842;4.703.899.499;3.100.562.877;765.722.067;8.116.913.558;1
683;2.584.283.665;4.602.320.919;1.125.438.418;7.661.838.273;8.097.870.891;1
1004;38.908.197;5.659.296.788;219.017.651;7.408.584.227;8.433.429.041;0
996;2.320.443.428;3.176.749.906;364.112.366;8.299.857.653;7.766.912.601;1
683;3.331.917.185;1.071.223.343;1.846.623.443;7.509.499.844;6.337.416.268;1
650;3.034.329.664;1.127.478.636;2.636.247.301;7.463.267.705;804.724.079;1
1035;3.887.933.218;8.796.249.151;3.548.044.825;75.785.523;8.957.823.864;1
534;4.868.954.916;7.626.631.407;3.115.786.527;7.502.213.605;7.600.826.893;1
927;254.377.683;6.639.435.369;377.740.317;8.921.441.206;7.981.357.085;1
663;1.691.702.067;1.455.064.972;1.207.889.801;7.682.289.663;881.571.396;1
858;3.080.068.215;5.824.156.151;2.556.457.883;7.611.248.759;8.281.801.724;0
811;403.020.009;4.337.305.422;2.981.486.589;7.660.729.197;7.046.784.801;1
822;2.842.137.058;36.015.451;1.601.109.191;8.261.117.638;8.067.622.339;1
488;3.072.176.385;6.225.098.093;105.042.083;768.192.631;8.055.207.382;1
1511;2.462.947.296;4.319.466.163;1.522.408.832;7.716.635.096;8.396.630.716;0
832;4.223.425.335;7.560.380.539;3.224.976.531;7.545.537.128;7.769.568.833;1
490;4.780.802.371;6.660.588.209;2.784.320.113;8.218.208.498;7.278.043.698;1
669;3.819.038.261;7.458.821.791;1.976.658.972;7.712.010.724;7.877.707.866;1
687;2.933.347.982;5.918.590.463;0.844803631;7.625.538.345;7.129.925.713;1
957;3.261.462.824;6.912.583.358;5.629.821.742;7.856.348.455;8.386.003.572;0
885;2.410.998.201;7.308.259.456;2.566.845.463;7.439.730.384;6.707.188.851;1
695;4.426.804.663;4.587.216.625;1.509.177.612;7.807.664.548;8.062.079.799;1
586;1.817.442.029;5.074.035.756;2.345.351.874;7.707.284.109;7.224.857.955;1
549;4.262.793.206;5.884.714.956;3.151.801.252;7.395.235.574;8.132.063.764;1
553;5.151.328.601;214.585.381;2.247.516.482;7.513.968.207;7.032.471.916;1
417;2.353.367.694;5.259.809.603;1.486.546.683;80.621.117;6.820.931.425;0
587;1.138.534.879;6.361.158.511;2.629.615.175;7.626.117.455;757.133.558;1
844;2.130.257.709;1.777.776.441;2.704.828.477;8.222.238.087;8.502.147.824;0
795;2.503.493.876;103.626.802;3.415.416.073;8.169.089.378;747.990.591;0
1083;3.890.350.464;1.171.336.392;1.386.367.856;8.433.298.016;7.501.249.412;0
839;5.343.921.457;6.752.657.988;2.232.361.221;7.701.020.398;7.995.521.789;1
639;2.854.497.756;487.924.405;2.444.597.602;7.792.444.623;8.110.372.257;0
437;242.961.357;2.566.491.845;2.830.791.829;764.620.918;7.310.609.132;1
660;4.638.858.197;5.296.065.726;151.515.911;761.243.674;6.824.221.455;0
584;4.035.432.198;6.274.961.781;1.677.675.488;7.990.064.307;7.529.223.219;1
840;2.379.173.434;1.538.222.144;2.937.488.352;7.485.844.329;8.277.579.409;0
666;420.778.563;7.979.673.016;1.711.276.733;7.679.147.222;8.461.472.116;1
765;1.712.463.353;6.704.651.207;2.762.704.291;7.656.633.314;7.975.165.889;1
1522;2.849.096.956;2.819.417.341;2.730.139.774;7.697.057.242;7.513.190.357;0
418;5.725.530.909;6.719.153.801;2.386.970.099;7.622.688.858;8.447.415.314;1
693;2.750.751.044;380.981.655;1.013.923.491;7.781.938.658;8.480.772.676;1
429;3.645.413.297;6.938.714.975;1.719.368.583;7.666.058.612;7.277.808.768;1
511;4.145.238.271;1.534.962.468;2.540.344.354;7.750.872.306;6.987.136.829;1
479;2.374.146.198;523.161.817;2.788.350.539;8.437.377.877;8.783.200.202;1
664;2.482.591.962;9.226.663.467;188.853.859;7.501.712.006;8.262.094.932;0
1052;3.522.196.441;5.524.576.277;6.266.875.488;7.710.356.882;7.032.025.678;1
1006;4.039.043.033;6.960.573.612;1.104.177.789;8.487.671.993;858.717.777;1
930;3.985.658.817;5.712.388.114;1.165.637.488;7.458.697.518;7.531.295.872;0
1016;3.754.641.622;6.547.529.609;1.161.200.832;7.559.414.124;7.894.161.106;1
604;0.089814153;5.453.750.167;3.434.497.075;7.433.197.728;7.826.598.489;1
791;3.562.198.165;3.819.258.339;1.378.493.635;7.581.509.652;7.967.525.282;0
424;4.021.698.609;5.891.648.698;4.463.480.127;7.552.244.363;9.151.019.786;1
541;309.904.625;6.215.315.641;1.361.196.624;7.794.101.551;788.401.456;0
859;2.113.640.617;50.984.137;1.442.480.304;744.138.282;8.256.044.069;1
594;3.844.209.785;5.017.002.148;1.519.278.635;7.466.161.455;8.780.554.084;1
624;3.539.872.932;1.182.448.731;2.018.276.294;7.639.632.344;8.196.699.789;0
1330;2.573.914.105;8.465.313.461;1.868.026.975;7.707.090.119;8.393.975.452;1
545;4.726.975.345;5.082.550.681;1.328.908.045;7.610.091.308;85.333.521;1
500;2.127.882.292;9.161.990.859;2.741.600.256;7.802.171.172;9.359.609.989;1
653;3.171.879.186;5.959.312.443;1.496.665.694;7.601.665.421;8.028.062.079;1
530;3.991.913.424;4.113.003.643;1.893.771.303;8.779.953.269;9.058.485.098;1
864;2.713.812.541;6.026.919.343;3.477.539.652;7.408.320.215;792.737.455;0
676;3.146.646.356;1.540.508.517;209.190.155;7.399.962.249;6.591.446.651;0
857;6.668.045.652;6.813.852.637;1.541.264.082;7.485.885.578;7.711.120.634;1
408;455.325.768;5.688.232.291;2.342.417.166;7.831.806.534;8.940.200.357;1
694;2.663.240.341;5.211.579.367;1.778.210.721;7.593.067.651;7.010.681.166;1
486;4.940.802.006;5.725.946.251;0.888631981;7.785.884.055;6.756.462.873;1
496;2.650.114.875;3.859.600.612;1.854.318.931;7.675.597.738;7.579.492.452;1
814;2.312.687.651;9.317.909.178;2.876.172.657;8.432.104.726;7.547.448.415;1
779;2.897.515.867;7.332.963.271;2.618.214.974;7.855.960.842;83.634.485;0
844;4.060.655.483;5.935.450.999;1.280.300.569;7.668.814.726;772.809.194;0
508;4.193.125.017;5.291.883.623;2.240.671.532;7.635.180.679;8.561.007.852;1
1050;2.193.996.717;4.588.349.655;0.852576618;7.565.768.213;8.532.136.883;0
1020;3.125.901.759;6.005.674.905;2.892.864.476;7.662.609.883;7.387.656.453;1
579;2.332.923.129;6.244.257.677;2.328.012.064;7.555.807.927;8.068.681.095;1
1051;2.472.222.762;4.459.658.042;5.834.430.579;769.314.273;7.743.391.761;0
676;3.671.702.312;4.306.195.736;1.857.911.476;769.999.444;923.526.005;1
786;4.452.793.678;6.176.494.094;2.015.618.417;8.524.883.399;6.892.366.294;0
802;4.289.458.639;6.192.935.542;1.726.641.416;7.584.790.283;7.610.566.555;1
486;4.297.973.532;4.427.618.653;1.409.232.254;7.465.877.018;8.023.352.153;1
628;1.998.738.288;8.219.071.968;1.457.350.001;7.624.542.113;9.202.865.188;1
1180;2.547.448.313;4.116.610.542;2.065.821.604;7.724.784.676;7.920.468.063;0
655;2.127.109.251;7.522.182.552;7.168.409.539;7.643.158.435;7.210.729.502;0
496;2.690.939.773;3.477.694.533;1.828.937.542;749.545.294;6.749.197.269;0
507;4.708.475.656;4.222.254.839;3.614.757.784;7.434.681.163;7.293.170.225;1
590;2.637.661.671;3.752.737.101;2.812.070.525;7.604.751.662;7.575.594.085;0
1019;2.431.601.745;6.639.466.091;2.274.440.939;7.547.732.751;7.114.468.141;0
793;2.032.318.989;8.442.913.071;3.077.808.476;765.391.438;7.567.846.362;1
674;2.506.300.456;6.065.965.305;1.442.103.782;7.694.218.761;709.224.086;0
642;3.307.393.778;6.651.364.286;2.192.727.593;7.383.015.207;7.039.565.993;1
1566;4.125.565.408;2.110.685.953;1.985.693.366;7.606.317.172;8.168.361.215;0
403;3.856.040.943;9.792.334.217;2.335.474.433;7.653.722.285;8.436.682.151;1
558;4.554.499.217;729.499.322;1.776.481.776;7.577.997.556;8.127.390.624;1
480;1.821.341.107;6.861.944.904;1.790.826.351;7.539.331.176;6.608.064.566;1
797;3.934.156.865;4.942.002.046;2.807.746.597;7.827.612.892;7.206.049.362;0
905;4.588.887.559;503.104.338;5.592.091.137;7.754.866.719;8.369.621.092;0
782;4.611.320.432;5.399.666.891;180.816.478;7.580.120.903;7.419.338.501;1
765;2.904.932.137;6.633.207.912;2.980.183.268;8.065.669.992;7.446.389.001;1
1326;3.152.335.558;4.427.192.609;1.397.189.089;7.572.530.063;7.252.859.452;0
684;3.709.406.394;642.968.454;1.338.136.239;7.767.958.867;8.404.009.604;1
810;3.716.503.416;1.077.825.976;2.731.989.166;7.940.333.605;7.569.284.445;1
1041;4.123.968.475;461.099.893;2.519.697.604;7.730.651.017;8.156.361.242;1
1033;4.015.978.599;4.044.618.546;1.368.561.782;7.841.091.049;6.972.617.742;0
706;4.963.164.757;5.632.383.399;182.084.903;7.509.192.024;787.370.484;1
409;2.424.147.483;2.743.157.386;1.863.363.136;8.804.151.828;8.952.320.769;1
1046;3.528.898.061;5.977.207.641;2.380.877.648;7.692.662.253;6.821.807.517;1
544;2.381.797.483;1.886.116.757;1.023.096.481;7.423.758.177;8.426.205.857;1
561;4.919.465.404;1.394.880.376;1.639.736.592;7.703.904.377;8.283.082.224;1
1478;3.596.297.896;6.828.170.971;2.550.789.245;8.434.814.679;828.700.152;0
697;2.939.625.482;1.305.272.298;3.149.125.348;772.326.747;8.907.452.007;1
854;1.885.072.845;5.799.575.695;1.971.943.218;7.478.510.337;8.366.726.101;1
960;2.503.391.292;9.117.413.205;2.455.641.459;7.737.628.412;7.060.908.261;1
431;1.905.986.512;7.298.055.378;2.986.899.127;7.611.239.041;8.262.563.445;1
1552;4.123.065.691;2.927.521.069;1.431.929.449;7.784.717.961;7.971.849.425;0
543;4.490.402.885;6.134.859.434;276.762.078;7.759.815.698;8.559.600.123;1
1087;5.029.423.439;562.218.351;1.407.993.542;733.800.485;8.378.407.765;1
625;185.366.899;4.151.455.827;2.282.870.975;7.387.492.622;8.194.510.878;1
635;2.748.209.585;5.268.914.598;2.305.130.952;7.660.739.743;8.176.635.496;1
801;456.760.065;4.997.040.915;177.657.343;7.804.214.317;8.358.870.535;1
1022;2.764.215.399;7.011.906.376;1.469.199.879;7.809.501.035;7.845.698.844;1
809;2.166.052.682;6.728.474.714;2.265.481.464;7.723.872.141;7.968.206.537;0
491;3.600.207.591;8.775.121.134;1.150.721.857;7.429.743.529;7.393.907.992;1
1432;2.182.520.692;8.248.285.501;1.648.608.394;7.560.607.552;6.688.427.334;1
535;3.697.621.791;1.443.788.288;2.780.305.439;7.760.392.913;7.527.289.101;1
892;577.976.113;7.677.799.504;1.373.352.906;8.302.233.141;7.772.621.632;0
949;297.920.783;7.777.873.183;3.481.791.438;7.639.190.337;7.505.398.869;1
821;4.415.336.324;9.134.021.179;2.066.386.507;7.686.161.033;8.451.717.893;1
821;4.560.650.824;1.406.645.226;1.852.072.041;7.944.801.561;6.905.264.943;1
559;408.485.155;1.117.381.534;1.662.004.249;7.499.261.895;7.467.283.376;1
1170;1.832.399.681;1.475.337.571;2.654.968.413;8.732.726.984;9.013.594.117;1
690;189.356.599;5.574.391.762;2.911.996.075;7.488.127.837;723.204.046;1
634;3.960.689.877;6.472.472.233;3.328.597.529;744.985.932;7.479.536.457;1
717;4.238.520.094;605.290.221;1.937.123.512;7.609.965.802;8.977.639.677;1
1031;2.010.031.002;9.044.388.084;2.720.925.627;7.833.737.281;8.119.868.306;1
845;0.958142425;5.643.411.444;3.182.082.698;7.828.161.634;7.026.246.636;0
652;3.704.350.798;481.747.522;1.225.839.253;7.594.496.761;8.952.677.063;1
940;2.486.213.853;4.466.639.665;4.653.512.905;7.552.354.326;8.745.028.207;0
898;2.613.173.794;544.207.085;176.627.185;7.709.080.378;8.418.989.742;1
701;4.278.792.595;5.154.193.135;3.211.622.188;7.548.812.872;7.090.302.954;1
671;3.891.139.206;5.835.049.981;2.966.185.155;7.696.302.232;7.922.413.911;1
1332;2.942.378.767;8.540.733.743;1.113.862.971;8.458.483.793;7.831.381.077;1
467;437.188.347;1.027.755.122;2.976.396.451;7.793.315.486;8.352.399.525;0
1087;5.623.546.672;8.442.567.004;213.805.294;770.926.412;6.770.333.335;1
850;2.177.646.345;6.194.140.114;1.106.044.396;754.599.809;776.074.266;0
949;3.396.154.126;3.509.853.406;2.930.600.415;772.659.167;6.858.188.277;0
510;4.890.164.631;5.880.561.234;1.838.361.604;8.121.282.284;8.403.688.939;1
491;4.412.845.949;2.735.369.064;1.469.681.882;7.861.462.701;7.930.776.956;0
1039;2.781.445.779;5.879.497.934;1.256.060.338;7.572.010.091;733.746.841;0
562;319.174.229;8.513.473.376;3.411.395.567;7.686.648.278;7.290.573.146;1
869;48.546.184;5.247.266.021;3.269.086.496;75.882.906;8.730.120.563;0
582;2.791.053.329;665.942.338;2.537.763.967;7.770.989.539;7.581.225.755;1
735;2.987.278.473;3.529.324.806;2.808.081.303;7.539.086.806;8.431.265.071;1
761;3.133.997.546;5.748.403.436;2.653.854.525;8.661.119.618;8.169.484.917;0
887;2.964.381.554;6.549.351.989;1.866.054.162;7.541.624.876;6.414.536.252;1
595;1.814.317.903;1.417.227.292;2.848.543.025;7.582.710.199;7.359.231.667;0
966;250.652.877;850.426.337;164.793.681;7.778.895.097;7.596.578.572;0
1095;5.159.227.183;7.166.623.651;1.906.776.019;7.495.598.775;7.442.671.474;0
512;2.490.928.602;1.316.206.716;4.082.712.852;7.767.454.748;8.254.192.179;0
718;4.146.451.935;9.221.970.101;1.306.611.846;7.565.297.213;7.647.109.443;1
515;4.601.700.755;5.429.645.823;2.641.559.458;7.562.001.612;7.493.770.705;1
766;2.391.939.141;6.218.300.206;2.782.688.823;7.656.290.391;8.760.420.917;0
465;4.206.248.952;8.549.058.735;2.486.529.665;7.783.639.249;8.779.586.646;1
1055;3.505.945.998;6.898.733.193;3.583.866.572;7.506.587.528;7.365.122.534;1
395;2.386.394.543;7.870.874.858;1.663.227.312;7.700.812.251;7.004.841.189;1
729;3.167.796.084;455.387.961;144.805.782;7.693.889.554;7.735.616.502;0
719;2.423.579.146;4.931.698.926;2.757.575.946;7.521.902.652;770.971.177;1
940;4.047.689.139;7.404.325.667;1.738.719.995;7.611.694.868;8.077.527.861;1
746;277.729.612;4.644.270.249;2.002.949.043;7.661.869.411;8.124.667.944;1
530;1.968.553.174;4.633.427.932;2.030.103.786;7.602.225.186;9.067.719.018;1
1154;4.391.431.799;4.451.851.055;1.396.360.991;8.584.991.715;755.837.782;1
581;3.833.562.179;428.807.249;1.302.267.175;7.554.110.649;7.936.013.137;1
557;2.757.897.811;8.746.149.546;2.994.493.581;7.757.067.973;8.096.305.355;1
565;2.213.742.678;721.980.345;2.557.454.317;8.234.691.132;7.651.674.362;1
943;2.122.798.138;7.257.625.837;2.104.476.493;8.151.588.793;8.559.072.527;1
636;4.457.227.966;4.833.910.769;2.439.885.746;761.354.982;7.265.183.821;1
471;4.221.759.544;2.723.931.855;2.399.088.341;7.707.434.997;8.028.080.714;1
730;3.542.341.449;9.457.910.689;1.793.132.224;7.695.753.044;7.900.947.921;1
774;3.179.234.282;630.305.003;3.095.889.582;7.567.974.268;7.215.490.214;1
662;2.307.802.891;7.193.973.661;3.094.445.021;7.478.715.171;8.256.673.392;1
503;2.252.397.327;6.739.066.243;1.133.242.452;8.153.345.793;9.088.697.529;1
602;2.686.743.976;5.504.906.701;2.625.845.412;7.512.864.586;8.026.077.806;1
978;3.498.725.644;5.809.951.112;1.663.219.592;7.525.668.594;7.214.655.475;0
436;2.141.439.076;5.005.197.444;1.576.325.911;8.279.310.226;7.854.680.854;1
750;2.558.067.168;7.731.487.042;3.158.748.325;8.246.847.202;8.845.027.519;0
515;2.822.626.293;771.875.689;1.686.558.612;8.507.336.296;8.687.816.336;1
561;3.772.854.851;6.922.092.906;1.217.467.676;75.703.468;7.349.807.592;0
646;3.879.700.973;6.215.511.853;3.939.427.595;7.513.308.267;8.405.549.638;0
797;2.738.333.873;6.224.507.897;151.457.019;7.543.431.779;7.641.287.029;0
812;3.932.737.964;6.094.890.249;3.175.011.802;7.339.352.424;9.004.266.943;1
1140;3.533.413.249;5.959.691.224;0.744993909;7.535.195.661;7.044.185.029;0
821;3.610.859.878;7.354.212.585;2.122.186.634;748.441.403;852.230.854;1
750;3.959.379.156;361.905.233;2.005.834.814;7.708.432.581;7.611.359.774;1
996;3.349.441.025;6.173.437.486;3.565.894.618;7.673.060.794;8.119.642.269;0
560;4.699.816.497;6.727.837.318;3.252.384.497;7.565.050.033;7.376.718.042;1
1255;3.825.834.187;8.035.709.068;2.490.516.896;7.519.466.668;7.279.198.597;1
611;491.036.686;5.185.477.514;1.900.695.442;7.614.948.439;7.562.676.809;0
1366;3.147.170.908;7.328.227.567;1.954.885.045;7.961.518.966;7.507.400.543;0
1256;355.789.879;627.795.439;1.786.454.666;7.763.759.918;7.751.620.846;0
729;4.513.901.324;6.673.503.215;1.129.785.328;7.759.288.318;8.881.340.161;1
1461;4.162.529.609;1.003.034.416;4.071.239.925;8.592.826.324;7.884.958.575;0
948;0.604156649;5.952.291.929;2.922.318.442;8.569.357.172;8.324.182.736;0
944;3.535.685.798;5.684.736.638;1.850.257.202;7.526.752.766;7.271.811.629;1
925;1.908.890.109;1.018.692.774;1.553.539.319;7.583.325.667;8.538.081.391;0
428;3.969.505.487;6.317.526.897;3.745.717.994;7.730.190.835;8.382.389.342;1
753;3.664.766.669;1.585.510.802;3.385.568.421;7.621.533.397;8.559.187.607;0
1385;3.287.321.339;5.411.847.233;3.065.061.684;7.543.995.532;7.413.665.394;0
852;2.641.195.464;6.447.758.972;196.140.232;7.681.740.054;7.570.993.509;1
406;1.993.785.585;7.234.830.003;1.708.606.183;756.161.958;8.166.262.387;1
1062;3.690.162.632;8.882.507.185;124.206.924;7.614.832.795;6.991.345.089;1
793;4.358.112.029;7.827.367.465;2.709.792.494;8.226.003.466;6.875.605.189;1
943;3.664.974.507;4.745.614.511;2.752.125.866;7.681.656.817;7.044.808.236;0
970;4.961.005.099;8.157.987.971;1.485.515.067;7.829.124.708;7.608.552.004;1
927;3.105.174.045;8.394.679.945;1.366.013.952;7.532.344.514;6.563.567.585;1
475;1.951.662.559;7.868.252.671;1.680.052.198;784.211.292;8.607.499.353;1
434;4.622.657.701;4.860.942.302;241.697.045;7.605.697.058;808.563.777;1
913;3.610.361.543;731.334.233;2.183.302.035;796.079.001;8.331.530.484;1
1315;2.648.019.683;7.542.419.538;4.304.130.517;7.710.908.501;8.024.390.625;0
450;4.277.098.945;4.360.830.943;2.502.870.461;7.717.980.894;8.140.210.298;1
670;4.869.918.752;5.029.336.977;0.874112356;7.729.502.581;8.133.542.274;1
555;4.796.375.144;7.075.026.944;2.279.317.203;7.463.029.606;7.449.854.035;1
718;2.661.980.102;7.780.687.656;615.425.531;8.732.721.455;7.401.337.491;0
935;2.493.539.138;6.200.684.195;251.287.687;7.773.797.609;798.319.271;0
379;2.312.564.344;8.355.665.287;2.067.290.096;7.476.753.118;7.040.229.093;1
405;240.939.232;7.330.568.805;1.941.900.116;8.447.516.712;9.131.713.447;1
548;3.517.661.607;6.175.064.644;1.898.161.515;7.711.833.585;8.149.901.089;1
848;2.474.462.655;5.649.182.722;3.259.924.404;7.635.473.595;7.766.087.443;0
1098;2.956.380.091;5.640.452.519;122.442.123;7.660.677.717;7.264.257.399;1
580;3.856.529.441;8.729.047.989;2.269.292.168;7.751.500.095;8.533.235.449;1
564;2.113.053.052;560.921.316;1.766.606.829;7.801.521.599;8.662.548.937;1
678;33.766.068;7.774.965.246;1.818.124.422;7.474.660.823;6.889.662.047;1
646;3.106.196.639;4.611.090.903;0.945005808;8.146.260.335;8.615.051.843;1
860;3.989.633.913;4.199.546.395;1.889.248.955;745.661.111;7.881.601.141;1
999;2.875.016.114;6.107.933.142;1.401.682.643;8.342.214.091;8.122.980.216;1
739;4.476.468.959;4.753.303.238;2.101.579.181;7.702.645.212;7.828.699.484;0
453;4.205.609.709;5.788.522.962;407.002.528;7.803.938.091;7.905.204.859;1
582;2.738.958.296;6.138.394.169;1.129.192.018;7.415.332.239;7.300.188.554;1
871;431.053.242;3.853.555.004;1.575.264.794;769.669.822;7.389.793.716;0
780;2.714.392.889;7.903.468.973;2.184.257.516;8.000.459.089;8.387.523.098;1
938;4.250.349.712;5.980.920.167;304.684.143;7.482.540.851;8.593.917.292;1
1009;3.209.839.386;7.493.684.613;2.161.047.288;7.590.726.088;7.198.248.924;0
718;3.737.180.521;5.773.216.552;2.678.178.437;7.517.392.459;6.579.727.422;1
383;4.569.177.813;7.596.337.511;2.821.345.116;7.618.732.429;7.139.135.731;1
431;3.244.274.676;6.513.858.842;3.985.969.633;7.517.222.261;8.721.328.279;1
388;3.083.886.847;1.099.422.342;2.391.901.285;7.594.988.121;8.382.177.501;1
878;3.957.056.011;5.099.185.278;1.686.575.671;763.345.697;7.643.163.354;0
458;2.724.408.765;424.636.014;2.320.234.166;7.607.455.116;861.236.426;1
680;2.354.005.056;6.253.779.085;255.916.976;7.735.339.761;924.581.254;0
643;4.286.139.245;5.007.287.577;1.814.183.931;7.657.921.004;8.985.928.154;0
989;5.401.462.727;827.212.972;0.81225622;7.589.264.776;7.680.348.442;1
566;3.694.183.966;6.398.189.859;3.260.986.351;7.788.759.469;8.512.973.118;0
596;4.494.969.753;46.567.921;1.600.616.412;8.316.080.138;8.561.298.049;0
532;245.786.907;6.207.610.308;1.901.752.301;8.391.281.061;8.284.445.991;1
848;3.480.329.902;1.131.007.191;2.479.697.977;7.501.580.349;8.208.107.443;0
736;3.910.651.322;1.996.638.414;3.115.193.856;834.128.554;7.815.365.216;1
710;3.042.690.429;1.031.059.597;2.783.152.702;7.936.063.483;7.743.584.608;1
1545;2.603.245.037;8.186.338.001;2.176.046.132;7.641.536.791;8.451.429.323;1
840;2.567.442.847;5.662.242.044;2.799.482.065;7.488.830.022;8.330.330.809;1
868;4.239.119.993;6.954.863.897;1.269.046.673;7.719.291.182;7.171.272.545;0
704;2.299.544.607;3.063.531.795;2.228.920.924;8.157.224.003;7.913.561.034;0
1095;3.815.050.199;409.587.502;3.757.421.977;7.575.382.832;8.706.035.332;0
549;3.256.887.003;5.422.198.903;2.084.283.866;7.793.453.313;8.729.023.456;1
499;2.075.900.566;3.663.133.764;1.811.701.449;7.632.119.418;7.353.189.136;0
592;2.468.749.592;5.696.184.545;2.091.720.826;7.766.457.712;8.635.322.142;1
453;2.062.758.861;628.516.823;1.379.759.729;7.415.525.752;7.631.608.666;1
614;2.862.305.624;5.640.912.388;1.913.269.086;7.580.233.857;8.132.381.693;1
1222;0.226517282;5.742.672.629;2.632.653.866;784.248.822;7.084.288.141;0
506;3.067.427.175;4.853.215.603;1.401.176.751;7.677.691.242;7.145.085.233;1
1038;2.589.778.517;4.872.697.438;2.790.969.815;7.546.067.836;8.499.748.923;0
513;2.909.109.298;4.471.645.294;1.139.569.255;7.851.590.593;7.524.099.199;1
1576;2.772.290.939;4.736.232.965;4.524.581.861;754.352.936;8.361.478.415;0
660;3.868.370.434;5.988.156.841;1.626.007.055;7.745.999.724;8.802.189.692;1
525;3.964.369.336;8.413.363.468;158.169.777;7.662.385.339;7.597.817.354;1
376;1.759.965.605;6.659.509.903;1.284.918.176;7.712.301.179;7.472.708.619;1
398;4.027.409.071;1.078.283.449;3.452.318.116;8.412.953.144;7.658.546.302;1
513;3.741.331.756;6.946.383.634;2.258.899.462;7.476.418.644;7.546.361.099;1
827;4.151.154.148;5.760.558.219;2.109.107.275;7.577.964.294;7.032.352.066;1
608;2.318.659.701;7.937.267.035;1.342.102.239;7.596.285.195;8.235.667.331;1
722;18.834.848;3.475.289.488;1.142.673.812;7.624.893.473;8.044.567.038;0
1423;3.394.623.306;7.613.858.211;3.171.096.206;761.553.853;7.940.129.233;1
1424;4.182.182.187;4.712.657.334;1.839.776.684;7.722.179.474;7.589.590.962;0
940;4.309.995.688;8.594.261.637;1.119.949.794;7.634.066.378;7.319.926.431;0
893;409.017.948;6.791.478.701;2.852.443.406;7.435.219.542;7.852.791.567;0
518;4.658.404.911;4.454.481.594;6.463.757.373;7.674.165.723;8.116.464.753;1
480;2.902.375.316;4.069.584.297;2.094.953.788;8.370.807.727;7.629.379.048;1
937;1.985.188.824;5.482.787.259;2.184.039.856;7.609.345.229;7.536.743.559;1
941;3.605.167.742;4.130.866.175;3.102.533.888;7.732.056.077;8.139.595.438;0
670;5.399.662.923;7.200.570.664;1.401.353.715;7.768.972.825;6.957.804.866;0
322;3.312.505.899;7.165.318.684;2.893.994.054;816.391.643;6.684.312.272;1
633;3.571.401.178;8.427.299.766;180.902.986;7.531.668.181;7.729.561.795;1
1166;3.217.602.235;6.767.947.493;1.639.575.095;7.407.233.173;8.131.400.635;0
1357;3.313.075.073;7.496.034.679;3.082.932.515;7.391.445.089;7.948.817.891;1
1141;4.183.634.469;4.065.678.987;2.085.941.591;766.094.795;8.189.884.716;0
707;2.240.732.114;9.546.270.109;2.016.633.472;823.729.078;865.044.418;1
631;3.063.391.312;2.921.387.232;1.822.771.587;7.582.687.215;8.180.756.225;0
415;287.517.963;6.245.713.143;324.594.042;7.703.996.754;6.822.250.333;1
814;4.407.727.446;1.027.518.929;1.834.956.965;7.884.507.837;7.952.969.434;0
1090;3.301.431.903;1.004.178.414;2.740.472.088;7.647.960.304;6.738.727.147;0
605;293.426.727;3.356.181.798;2.858.825.768;7.657.895.101;7.894.380.318;1
527;3.907.825.045;6.576.346.429;2.392.234.969;7.484.680.085;7.363.717.948;1
881;2.654.604.145;6.601.488.892;1.559.928.944;8.474.574.232;8.428.398.499;1
831;2.075.424.245;8.297.277.604;1.363.632.954;7.407.806.217;7.849.535.771;1
1199;2.656.432.463;4.130.325.333;2.520.450.788;7.722.218.203;8.774.101.562;1
931;4.116.602.055;6.254.251.021;3.135.015.641;7.971.470.805;7.256.057.967;1
755;2.585.496.375;5.361.178.546;2.526.300.596;7.568.415.339;8.308.226.239;0
631;3.421.485.912;7.824.069.687;2.062.325.612;8.490.972.004;7.082.777.732;1
617;3.424.240.851;5.363.892.935;3.645.126.345;8.347.429.257;6.849.690.736;1
856;2.892.029.598;5.040.147.235;2.525.277.884;7.806.899.265;6.730.665.913;0
731;3.116.680.743;4.542.020.082;1.495.040.689;7.507.258.277;7.154.535.511;0
813;4.604.933.567;3.373.228.602;1.521.375.307;7.694.800.266;7.872.560.577;1
